Region,Maker,Brand,Model,Model year,Supplier,Products,Component category,Category
Americas,Tesla,Tesla,Model S (USA),2021,"Novares Mexico North, S. de R.L. de C.V.",Center tunnel trim,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Mata Ahsap ve Otomotiv San.Tic. A.S.,Center tunnel trim decoration,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Mission Plastics, Inc.",Console front panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Rear center console panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",Rear console cushion close panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,BOS Automotive Products Irapuato S.A. DE C.V.,Rear console trim,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Joyson Safety Systems (Formerly Key Safety Systems, Inc.)",Curtain airbag,Curtain Airbag,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Front door lower plate,Door Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",B pillar lower trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Lens International (HK) Ltd.,B pillar trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Poliuretanos SW S.A. de C.V.,B pillar upper foam,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",C pillar accent trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",C pillar bracket,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,TRW Steering Wheels Systems de Chihuahua SA de CV,Driver airbag,Driver Airbag,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Front T-badge,Emblem,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",T badge support,Emblem,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"LG Innotek Co., Ltd.",Left front repeater camera lamp assembly,Exterior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Foam Fabricators Inc.,Footrest,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Racemark International, LLC",Rear carpet replacement,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Trunk carpet bracket,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Marelli Automotive Lighting USA LLC (Formerly Automotive Lighting LLC),Fog lamp,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front fog lamp bracket,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Polybrite, a division of Magna Exteriors and Interiors Corp.",Front fog lamp trim,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Headliner,Headliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front headrest post guide assembly,Headrest,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Instrument panel cubby,Instrument Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Eissmann Automotive North America, Inc.",Lower instrument panel,Instrument Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Pacific Insight Electronics Corp. (PI),Front door pullcup accent lamp,Interior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Under seat lamp bracket,Interior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Magna Mirrors of America, Inc.",Interior mirror (with monocular camera),Interior Mirror,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Autoliv ASP, Inc. - Auburn Hills Technical Center",Interior mirror triple camera assembly,Interior Mirror,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Left exterior plastic molding,Molding (Body Side),Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Side body rocker sill,Molding (Body Side),Interior_Exterior
